Product Name,MRP,Wholesale Rate,Retail Rate
Mangatram Safed Lobhia 500gm,72.0,60.0,65.0
Margo Set 5pc ,108.0,98.0,105.0
Margo Soap,20.0,18.0,19.0
Margo Soap Set 4pc,84.0,74.0,70.0
Masala  Tej Patta  20/-pckt,20.0,15.0,20.0
Masala Jayfal 5/- Pkt ,5.0,4.0,5.0
Masala Loose Adharot 100gm,8.0,4.0,8.0
Masala Loose Adharot 250gm,20.0,10.0,20.0
Masala Loose Adharot 50gm,4.0,3.0,4.0
Masala Loose Ajwain 100gm,30.0,25.0,30.0
Masala Loose Ajwain 250gm,75.0,50.0,75.0
Masala Loose Ajwain 50gm,15.0,10.0,15.0
Masala Loose Ajwain Bareek 100gm,40.0,35.0,40.0
Masala Loose Ajwain Bareek 250gm,100.0,80.0,100.0
Masala Loose Ajwain Bareek 50gm,20.0,18.0,20.0
Masala Loose Akhrot Giri 100gm,120.0,110.0,120.0
Masala Loose Akhrot Giri 250gm,300.0,275.0,300.0
Masala Loose Akhrot Giri 50gm,65.0,55.0,60.0
Masala Loose Amchur 1kg ,400.0,250.0,300.0
Masala Loose Amchur 250gm ,100.0,65.0,75.0
Masala Loose Amchur 500gm ,200.0,130.0,150.0
Masala Loose Amla 100gm,25.0,10.0,20.0
Masala Loose Amla 250gm,65.0,25.0,40.0
Masala Loose Amla 50gm,15.0,5.0,10.0
Masala Loose Anardana Pessa 100gm,60.0,50.0,60.0
Masala Loose Anardana Pessa 250gm,150.0,125.0,150.0
Masala Loose Anardana Pessa 50gm,30.0,25.0,30.0
Masala Loose Anardana Sabut 100gm,60.0,50.0,60.0
Masala Loose Anardana Sabut 250gm,150.0,125.0,150.0
Masala Loose Anardana Sabut 50gm,30.0,25.0,30.0
Masala Loose Badam 100gm,100.0,70.0,75.0
Masala Loose Badam 1kg,800.0,700.0,720.0
Masala Loose Badam 500gm,400.0,350.0,370.0
Masala Loose Badam Giri 100gm,80.0,65.0,70.0
Masala Loose Badam Giri 250gm,200.0,160.0,170.0
Masala Loose Badam Giri 500gm,400.0,320.0,340.0
Masala Loose Batashey 100gm,8.0,7.0,8.0
Masala Loose Batashey 1kg,80.0,60.0,80.0
Masala Loose Batashey 250gm,20.0,19.0,20.0
Masala Loose Batashey 50gm,5.0,4.0,5.0
Masala Loose Besan Khula 100gm,10.0,8.0,9.0
Masala Loose Besan Khula 1Kg,100.0,80.0,90.0
Masala Loose Besan Khula 250gm,23.0,22.0,22.0
Masala Loose Besan Khula 500gm,50.0,40.0,45.0
Masala Loose Besan Khula 50gm,5.0,4.0,3.0
Masala Loose Black Mirch Pissi 100gm,100.0,90.0,100.0
Masala Loose Black Mirch Pissi 250gm,250.0,225.0,250.0
Masala Loose Black Mirch Pissi 50gm,50.0,45.0,50.0
Masala Loose Black Mirch Sabut 100gm,100.0,85.0,90.0
Masala Loose Black Mirch Sabut 250gm,250.0,210.0,225.0
Masala Loose Black Mirch Sabut 50gm,50.0,42.0,45.0
Masala Loose Black Til 100gm,20.0,15.0,20.0
Masala Loose Black Til 250gm,40.0,35.0,40.0
Masala Loose Black Til 50gm,8.0,7.0,8.0
Masala Loose Bura 100gm,8.0,6.0,7.0
Masala Loose Bura 1kg,70.0,55.0,60.0
Masala Loose Bura 250gm,20.0,14.0,15.0
Masala Loose Bura 50gm,5.0,3.0,4.0
Masala Loose Chaipati Loose 100gm,22.0,21.0,22.0
Masala Loose Chaipati Loose 250gm,70.0,55.0,60.0
Masala Loose Chaipati Loose 50gm,15.0,11.0,12.0
Masala Loose Choti Elaichi 100gm,200.0,160.0,180.0
Masala Loose Choti Elaichi 10gm,25.0,16.0,18.0
Masala Loose Choti Elaichi 250gm,500.0,400.0,450.0
Masala Loose Choti Elaichi 50gm,100.0,80.0,90.0
Masala Loose Chuarey 100gm,20.0,14.0,16.0
Masala Loose Chuarey 250gm,50.0,35.0,40.0
Masala Loose Chuarey 50gm,10.0,7.0,8.0
Masala Loose Dal Chini 100gm,50.0,35.0,40.0
Masala Loose Dal Chini 250gm,150.0,90.0,100.0
Masala Loose Dal Chini 50gm,25.0,18.0,20.0
Masala Loose Dhania 100gm,25.0,15.0,20.0
Masala Loose Dhania 250gm,50.0,45.0,50.0
Masala Loose Dhania 50gm,15.0,8.0,10.0
Masala Loose Dhania Sabut khuli 100 gm,30.0,20.0,25.0
Masala Loose Garam Masala 100gm,100.0,65.0,80.0
Masala Loose Garam Masala 250gm,250.0,160.0,200.0
Masala Loose Garam Masala 50gm,50.0,35.0,40.0
Masala Loose Gari Burada 100gm,50.0,20.0,30.0
Masala Loose Gari Burada 1kg,300.0,200.0,280.0
Masala Loose Gari Burada 250gm,100.0,50.0,70.0
Masala Loose Gari Burada 500gm,150.0,100.0,140.0
Masala Loose Gari Sabut 100gm,30.0,19.0,22.0
Masala Loose Gari Sabut 1kg,300.0,180.0,220.0
Masala Loose Gari Sabut 250gm,75.0,45.0,55.0
Masala Loose Gari Sabut 500gm,150.0,90.0,110.0
Masala Loose Geera 100gm,30.0,25.0,28.0
Masala Loose Geera 250gm,100.0,60.0,75.0
Masala Loose Geera 50gm,15.0,13.0,15.0
Masala Loose Gond 100gm,60.0,40.0,50.0
Masala Loose Gond 250gm,150.0,100.0,125.0
Masala Loose Gond 50gm,30.0,20.0,30.0
Masala Loose Gugal 100gm,100.0,70.0,80.0
Masala Loose Gugal 250gm,300.0,175.0,200.0
Masala Loose Gugal 50gm,50.0,35.0,40.0
Masala Loose Haldi 100gm,20.0,15.0,18.0
Masala Loose Haldi 250gm,50.0,40.0,45.0
Masala Loose Haldi 50gm,10.0,8.0,9.0
Masala Loose Hermal 100gm,30.0,18.0,25.0
Masala Loose Hermal 250gm,75.0,45.0,62.0
Masala Loose Hermal 50gm,15.0,10.0,15.0
Masala Loose Imli  100gm,15.0,12.0,13.0
Masala Loose Imli  250gm,45.0,30.0,40.0
Masala Loose Imli  50gm,8.0,6.0,7.0
Masala Loose Javetri 100gm,140.0,120.0,130.0
Masala Loose Javetri 250gm,350.0,300.0,325.0
Masala Loose Javetri 50gm,70.0,60.0,65.0
Masala Loose Jo 100gm,10.0,5.0,6.0
Masala Loose Jo 250gm,15.0,12.0,13.0
Masala Loose Jo 50gm,5.0,3.0,4.0
Masala Loose Kaju Sabut 100gm,110.0,95.0,100.0
Masala Loose Kaju Sabut 250gm,250.0,230.0,240.0
Masala Loose Kaju Sabut 50gm,60.0,50.0,60.0
Masala Loose Kaju Tukda 100gm,90.0,85.0,90.0
Masala Loose Kaju Tukda 250gm,230.0,220.0,230.0
Masala Loose Kaju Tukda 50gm,50.0,45.0,50.0
Masala Loose Kallongi 100gm,40.0,20.0,30.0
Masala Loose Kallongi 250gm,100.0,50.0,70.0
Masala Loose Kallongi 50gm,20.0,10.0,15.0
Masala Loose Kismis 100gm,40.0,30.0,35.0
Masala Loose Kismis 250gm,90.0,80.0,90.0
Masala Loose Kismis 50gm,20.0,15.0,20.0
Masala Loose Lal Mirch 100gm,30.0,25.0,28.0
Masala Loose Lal Mirch 250gm,75.0,65.0,70.0
Masala Loose Lal Mirch 50gm,15.0,13.0,14.0
Masala Loose Lal Mirch Dandey Wali 100gm,30.0,20.0,25.0
Masala Loose Lal Mirch Dandey Wali 250gm,75.0,50.0,62.0
Masala Loose Lal Mirch Dandey Wali 50gm,15.0,10.0,15.0
Masala Loose Long 100gm,120.0,105.0,110.0
Masala Loose Long 10gm,15.0,7.0,12.0
Masala Loose Long 250gm,300.0,255.0,275.0
Masala Loose Long 50gm,60.0,55.0,60.0
Masala Loose Magaj Bareek 100gm,40.0,30.0,40.0
Masala Loose Magaj Bareek 250gm,90.0,75.0,90.0
Masala Loose Magaj Bareek 50gm,20.0,15.0,20.0
Masala Loose Magaj Mote 100gm,30.0,18.0,25.0
Masala Loose Magaj Mote 250gm,75.0,50.0,60.0
Masala Loose Magaj Mote 50gm,15.0,10.0,12.0
Masala Loose Makhaney 100gm,50.0,48.0,50.0
Masala Loose Makhaney 250gm,125.0,120.0,125.0
Masala Loose Makhaney 50gm,25.0,24.0,25.0
Masala Loose Meeta Soda 1kg ,100.0,40.0,50.0
Masala Loose Meeta Soda 250gm ,25.0,15.0,20.0
Masala Loose Meeta Soda 500gm ,50.0,30.0,35.0
Masala Loose Metha Soda 100gm,15.0,10.0,12.0
Masala Loose Metha Soda 50gm,8.0,5.0,6.0
Masala Loose Mishri 100gm,10.0,6.0,8.0
Masala Loose Mishri 1kg ,100.0,55.0,70.0
Masala Loose Mishri 250gm,25.0,15.0,20.0
Masala Loose Mishri 50gm,7.0,3.0,4.0
Masala Loose Mishri Dhagey wali 100gm,15.0,9.0,10.0
Masala Loose Mishri Dhagey wali 250gm,45.0,22.0,25.0
Masala Loose Mishri Dhagey wali 50gm,8.0,4.0,6.0
Masala Loose Moongfali Dana 100gm,20.0,15.0,20.0
Masala Loose Moongfali Dana 250gm,45.0,30.0,40.0
Masala Loose Moongfali Dana 50gm,8.0,7.0,8.0
Masala Loose Moti Elaichi 100gm,170.0,145.0,160.0
Masala Loose Moti Elaichi 10gm,18.0,15.0,16.0
Masala Loose Moti Elaichi 250gm,400.0,399.0,400.0
Masala Loose Moti Elaichi 50gm,80.0,72.0,80.0
Masala Loose Munkka 100gm,70.0,55.0,60.0
Masala Loose Munkka 250gm,175.0,145.0,155.0
Masala Loose Munkka 50gm,35.0,28.0,30.0
Masala Loose Rai 100gm,30.0,15.0,20.0
Masala Loose Rai 250gm,75.0,45.0,55.0
Masala Loose Rai 50gm,15.0,8.0,10.0
Masala Loose Rai Pissi 100gm,40.0,30.0,35.0
Masala Loose Rai Pissi 250gm,100.0,80.0,90.0
Masala Loose Rai Pissi 50gm,20.0,15.0,18.0
Masala Loose Reetha 100gm,20.0,15.0,20.0
Masala Loose Reetha 250gm,50.0,38.0,42.0
Masala Loose Reetha 50gm,10.0,8.0,10.0
Masala Loose Sabut Dana 100gm,15.0,8.0,10.0
Masala Loose Sabut Dana 1kg ,150.0,80.0,120.0
Masala Loose Sabut Dana 250gm,35.0,20.0,25.0
Masala Loose Sabut Dana 50gm,8.0,4.0,5.0
Masala Loose Sabut Dhania 100gm,25.0,18.0,20.0
Masala Loose Sabut Dhania 250gm,60.0,45.0,50.0
Masala Loose Sabut Dhania 50gm,15.0,9.0,15.0
Masala Loose Sabut Sarson Black 100gm,25.0,16.0,20.0
Masala Loose Sabut Sarson Black 250gm,65.0,40.0,50.0
Masala Loose Sabut Sarson Black 50gm,15.0,8.0,10.0
Masala Loose Shikha Kai 100gm,25.0,15.0,20.0
Masala Loose Shikha Kai 250gm,65.0,38.0,50.0
Masala Loose Shikha Kai 50gm,15.0,8.0,10.0
Masala Loose Soaf 100gm,25.0,18.0,20.0
Masala Loose Soaf 250gm,60.0,45.0,50.0
Masala Loose Soaf 50gm,10.0,9.0,10.0
Masala Loose Soyabean 100gm,15.0,7.0,10.0
Masala Loose Soyabean 1kg,100.0,65.0,80.0
Masala Loose Soyabean 250gm,35.0,21.0,25.0
Masala Loose Soyabean 50gm,8.0,4.0,6.0
Masala Loose Soyabean Chura 100gm,15.0,8.0,10.0
Masala Loose Soyabean Chura 250gm,35.0,20.0,25.0
Masala Loose Soyabean Chura 50gm,8.0,4.0,5.0
Masala Loose Wheat 100gm,6.0,3.0,5.0
Masala Loose Wheat 1kg,60.0,30.0,50.0
Masala Loose Wheat 250gm,15.0,8.0,13.0
Masala Loose Wheat 50gm,3.0,2.0,3.0
Masala Loose Wheat 50gm,150.0,149.0,150.0
Masala Loose White Mirch 250gm,380.0,379.0,380.0
Masala Loose White Mirch 50gm,80.0,79.0,80.0
Masala Loose White Til 100gm,20.0,19.0,20.0
Masala Loose White Til 250gm,50.0,49.0,50.0
Masala Loose White Til 50gm,10.0,9.0,10.0
Masala Loose Yellow Mirch 100gm,60.0,59.0,60.0
Masala Loose Yellow Mirch 250gm,150.0,149.0,150.0
Masala Loose Yellow Mirch 50gm,30.0,29.0,30.0
Masala Loose Yellow Sarson 100gm,20.0,19.0,20.0
Masala Loose Yellow Sarson 250gm,50.0,49.0,50.0
Masala Loose Yellow Sarson 50gm,10.0,9.0,10.0
Masala Puja Supari 2/-Pckt ,2.0,1.0,2.0
Masla Loose Amchur Peesa 250gm,75.0,60.0,65.0
Masla Loose Amchur Peesa 500gm,150.0,120.0,130.0
Matchstick 1/-,1.0,1.0,1.0
Matchstick 2/-,2.0,2.0,2.0
Matchstick 6/-,6.0,6.0,6.0
Mawana Sugar 1kg,55.0,49.0,50.0
Maxo Liquid                                                       ,59.0,52.0,55.0
Maxo Machine                                                      ,64.0,54.0,60.0
Maya Rose Agarbati 10/-                            ,180.0,90.0,100.0
Mayonnaise Burger 79/-,79.0,70.0,75.0
Mayonnaise Pasta & Pizza ,85.0,75.0,80.0
Mayonnaise Veg 100gm 35/- ,35.0,30.0,32.0
Mayonnaise Veg 200gm 79/- ,79.0,70.0,75.0
Mayonnaise Veg 500gm/- 119/- ,119.0,104.0,110.0
Mayonnaise Veg 875gm 169/- ,169.0,145.0,155.0
Mayyonise 10/- ,10.0,7.9,9.0
Maze Lo Toffee Pckt 100pc,50.0,44.0,47.0
MDH Channa Masala 100gm                                           ,60.0,48.0,52.0
MDH Chicken Masala 100gm                                          ,65.0,52.0,60.0
MDH Chunky Chat Masala 100gm                                      ,60.0,48.0,55.0
MDH Dal Makhani Masala 100gm                                      ,58.0,46.0,53.0
MDH Degi Mirch 100gm                                              ,54.0,43.0,50.0
MDH Dhania Powder 100gm                                           ,33.0,27.0,30.0
MDH Garam Masala 100gm                                            ,72.0,57.0,65.0
MDH Haldi Powder 100gm                                            ,31.0,25.0,28.0
MDH Hing,60.0,48.0,50.0
MDH Jal Jeera 100gm                                               ,52.0,41.0,46.0
MDH Jeera Powder 100gm                                            ,65.0,53.0,58.0
MDH Kashmiri Mirch 100gm                                          ,54.0,43.0,50.0
MDH Kastoori Methi 25gm                                           ,25.0,20.0,23.0
MDH Kastoori Methi 50gm                                           ,46.0,37.0,42.0
MDH Kitchen King 100gm                                            ,64.0,51.0,60.0
MDH Lal Mirch Powder 100gm                                        ,33.0,26.0,30.0
MDH Manjan 200gm,85.0,68.0,75.0
MDH Meat Masala 100gm                                             ,66.0,53.0,60.0
MDH Pav bhaji 100gm,56.0,48.0,52.0
MDH Rajma Masala                                                  ,58.0,46.0,52.0
MDH Sabji Masala 5/-                                              ,5.0,4.2,4.7
MDH Sambhar Masala 100gm                                          ,57.0,45.0,50.0
MDH Shahi Paneer Masala 100gm                                     ,76.0,60.0,70.0
Meat Masala 10/-,10.0,8.35,9.0
Medicine Action 500 ,33.0,31.0,32.0
Medicine Crocin ,13.7,12.0,13.0
Medicine D'Cold Total ,29.0,27.0,28.0
Medicine Diclofin ,17.6,14.0,15.0
Medicine Disprin ,5.0,5.0,5.0
Medicine Khaki Goli ,10.0,5.0,6.0
Medicine Pudin Hara ,18.0,16.0,17.0
Medicine Seradon ,24.1,22.0,23.0
Medikar Oil 20ml                                                  ,13.0,11.5,13.0
Medikar Oil 50ml                                                  ,32.0,29.0,30.0
Medikar Oil Pouch 5/-                                             ,5.0,4.5,4.8
Medikar Oil Pouch Ladi 12Pc                                       ,120.0,108.0,115.0
Medikar Oil Pouch Ladi 18Pc                                       ,90.0,81.0,86.0
Medikar Pouch Oil 10/-                                            ,10.0,9.0,9.5
Medikar Shampoo 50ml                                              ,50.0,45.0,48.0
Medimix Face Wash ,60.0,50.0,55.0
Medimix Soap Set 3pc,93.0,83.0,85.0
Medimx Natural Glycrine Soap Set 2pc,80.0,70.0,75.0
Megha Tea 1Kg,180.0,140.0,150.0
Megha Tea 250gm,50.0,37.5,45.0
Melody Toffee pckt 105pc,105.0,88.0,100.0
Melody Toffee pckt 50pc,50.0,44.0,47.0
Mentos 1/- Jar 150pc,150.0,130.0,140.0
Meswak Toothpaste 100gm,49.0,44.0,47.0
Meswak Toothpaste 200gm,90.0,80.0,85.0
Meswak Toothpaste 50gm,20.0,18.0,19.0
Milk Bikies Cream Biscuit ,40.0,36.0,38.0
Milk Bikies Cream Glucose Biscuit ,20.0,18.0,19.0
Milkfood Ghee 1kg,450.0,410.0,410.0
Milkfood Ghee 500gm,228.0,210.0,210.0
Milkmaid 400gm,110.0,98.0,105.0
Milky Bar 10/-,10.0,9.0,9.5
Milky Bar 5/-,5.0,4.5,4.8
Mire Gold 5/-10,50.0,44.0,45.0
Mohan Corn Flakes 500gm,95.0,82.0,85.0
Mohan Cornflakes 200gm,45.0,38.0,40.0
Moli 5/-,5.0,3.0,5.0
Mombati 10/- Pckt 6pc                              ,84.0,48.0,55.0
Mombati 2/- pckt 6pc                               ,12.0,8.0,10.0
Mombati 5/- pckt 6pc                               ,42.0,23.0,28.0
Monaco Biscuit 75gm,10.0,9.0,9.5
Moonstar Hair Colour 15/- ,15.0,10.5,14.0
Mortein Black Petti ,1920.0,1180.0,1250.0
Mortein Coil Black                                                ,32.0,21.0,25.0
Mortein Coil Green Neem                                           ,33.0,27.0,30.0
Mortein Coil Red    29/-                                    ,29.0,20.0,25.0
Mortein Green Coile Big 32/-,32.0,27.0,30.0
Mortein Mosquito Cards                                            ,10.0,8.5,10.0
Mortein Rat Kill 14/-                                             ,14.0,12.5,13.0
Mortein Rat Kill 50/-                                             ,50.0,45.0,48.0
Mortein Refil                                                     ,69.0,58.0,63.0
Mortien Insta 5 Machine                                           ,99.0,90.0,95.0
Mother's Mixed Pickle 950gm,160.0,110.0,120.0
Move Cream,12.0,10.5,12.0
Move Creem,50.0,42.0,45.0
MTR Badam Drink 5/-                                ,5.0,4.5,5.0
MTR Badam Drink 5/- Ladi 10pc                      ,50.0,45.0,48.0
MTR Dosa 200gm,50.0,45.0,47.0
MTR Dosa 500gm,85.0,77.0,80.0
MTR Gulab Jamun 200gm,85.0,77.0,880.0
MTR Khaman Dhokla 200gm,45.0,40.0,43.0
MTR Poha 20/-,20.0,18.0,19.0
MTR Poha 40/- ,40.0,36.0,38.0
MTR Rava Idli 200gm,52.0,47.0,50.0
MTR Rava Idli 500gm,88.0,80.0,85.0
MTR Rice Idli 500gm,85.0,77.0,80.0
MTR Rice Idlli 200gm,50.0,45.0,42.0
MTR Sambhar Masala 100gm,40.0,36.0,38.0
MTR Upma 200gm,32.0,29.0,30.0
MTR Upma 70gm,15.0,13.5,14.0
MTR Uttapam 500gm,90.0,81.0,85.0
MTR Vada 200gm,88.0,80.0,82.0
Multani Mitti Jar ,35.0,22.0,25.0
Munch 5/- Box 24pc,120.0,102.0,108.0
Munch Family Pack 45/-,45.0,40.0,42.0
Mussa Gul,180.0,120.0,120.0
Mussa Gul Big ,180.0,130.0,145.0
Mysore Sandal Soap 75gm,33.0,30.0,32.0
Nail Remover ,20.0,6.0,10.0
Naseeb Biddi 10/-,250.0,184.0,190.0
Naseeb Biddi 5/-,150.0,90.0,92.0
Nastle Ic 150/- ,150.0,135.0,140.0
Nasvar Big,300.0,260.0,280.0
Nasvar Small,72.0,60.0,65.0
Nature's Diamond Bleach 43gm                       ,65.0,40.0,45.0
Nature's Gold Bleach 35gm                          ,60.0,32.0,40.0
Naulakha Janta 1kg,35.0,32.0,35.0
Naulakha Orignal 1 /-kg,58.0,51.0,55.0
Naulakha Standard Soap 1Kg,50.0,35.0,40.0
Naurani Oil 20ml,25.0,15.0,20.0
Naurani Oil 50ml,40.0,25.0,30.0
Navicut Cigerrate,89.0,88.0,89.0
Navratan Ladi 1/- 48pc                                            ,48.0,42.0,45.0
Navratan Ladi Packet 8x48                                         ,384.0,330.0,360.0
Navratan Lal Soap 1kg,50.0,39.0,45.0
Navratan Powder ,150.0,130.0,140.0
Navratan Powder 10/- ,10.0,9.0,10.0
Navratan Powder 10/- 24pc,240.0,210.0,230.0
Navratan Powder 100gm,65.0,58.0,60.0
Navratan Powder 32/- ,35.0,31.0,33.0
Navratan Powder 400gm/- ,165.0,145.0,155.0
Navratan Powder Black 175/- ,175.0,155.0,165.0
Navratan Powder Black 70/- ,70.0,62.0,65.0
Navratan Tel 10/-,10.0,9.0,10.0
Navratan Tel 100gm,67.0,59.0,60.0
Navratan Tel 200gm,125.0,110.0,120.0
Navratan Tel 300gm,165.0,145.0,150.0
Navratan Tel 500gm,250.0,220.0,230.0
Navratan Tel 50gm,35.0,31.0,32.0
Neem Paste 125gm,40.0,36.0,38.0
Neem Paste 200gm,65.0,58.0,62.0
Neet cream ,40.0,20.0,25.0
Neet Soap 10/-,10.0,8.0,9.0
Neha Cream Colour 20/- Brown,15.0,11.0,17.0
Neha Cream Colour Burgundy 20/-,15.0,11.0,12.0
Neha Cream Hair Colour 20/- Black ,15.0,11.0,12.0
Neha Herbal Colour Dark Brown,15.0,10.0,12.0
Neha Herbal Creame Colour Burgundy,15.0,13.5,14.0
Neha Herbal Creame Colour Natural Black,15.0,10.0,12.0
Neha Herbal Mehndi 150gm                           ,50.0,34.0,40.0
Neha Herbal Mehndi 500gm                           ,130.0,100.0,120.0
Neha Herbal Mehndi 55gm                            ,25.0,20.0,23.0
Neha Herbel Mehndi 10/- Bundle 20pc                ,200.0,125.0,125.0
Neha Keep Mehndi Pckt 12pc,120.0,45.0,60.0
Neha Mehandi Single Pc ,15.0,6.5,10.0
Neha Mehndi 15/- Pckt Black   10pcs           ,150.0,100.0,120.0
Neha Mehndi 15/- Pckt Brown 10pcs                  ,150.0,100.0,120.0
Neha Mehndi 15/- Pckt Burgundy                     ,150.0,125.0,140.0
Neha Mehndi Black 15/-                             ,15.0,10.5,13.0
Neha Mehndi Brown 15/-                             ,15.0,10.5,13.0
Neha Mehndi Burgundy 15/-                          ,15.0,13.0,14.0
Neha Rachni Mehndi 1kg                             ,180.0,112.0,140.0
Neha Rachni Mehndi 250gm                          ,50.0,28.5,40.0
Neha Rachni Mehndi 500gm                           ,100.0,56.0,80.0
Nescafe Coffee 10/-,10.0,9.0,10.0
Nescafe Coffee 10/- pckt 36pc,360.0,324.0,345.0
Nescafe Coffee 2/- Pckt 48pc                       ,96.0,88.0,92.0
Nescafe Coffee 25gm Jar                            ,75.0,72.0,68.0
Nescafe Coffee 50gm Jar                            ,150.0,137.0,145.0
Nescafe Coffee Jar 100gm,265.0,245.0,250.0
Nescafe Coffee Pouch 50gm,130.0,105.0,110.0
Nestle Everyday 200gm ,95.0,86.0,90.0
Nestle Everyday 500 gm,184.0,165.0,175.0
Nestle Everyday Milk 10/-,10.0,9.25,9.5
Nestle Everyday Milk Powder 10/-,10.0,9.2,10.0
Nestle Ghee 1kg,425.0,415.0,420.0
Nestle Ghee 500gm,250.0,210.0,230.0
Nestle Milk Powder 1kg                                            ,425.0,385.0,400.0
Nestle Milk Powder 200gm                                          ,88.0,80.0,85.0
Nestle Milk Powder 400gm                                          ,174.0,160.0,165.0
Nice Time Biscuit 22/-,22.0,20.0,21.0
Nihar Shanti Amla 10/-,10.0,9.0,10.0
Nihar Shanti Amla 175ml                                           ,49.0,44.0,46.0
Nihar Shanti Amla 300ml                                           ,85.0,75.0,80.0
Nihar Shanti Amla 500ml                                           ,145.0,130.0,132.0
Nihar Shanti Amla 80ml                                            ,20.0,18.0,19.0
Nip Cake 5/-,5.0,4.5,5.0
Nip Powder 700gm                                                  ,17.0,14.0,16.0
Nip Set 3+1                                                       ,30.0,27.0,28.0
Nippo AA 8/- Patta 10pc,80.0,60.0,70.0
Nippo AAA  5/-  10pc,50.0,46.0,50.0
Nippo AAA 5/- Patta 20pc,100.0,92.0,98.0
Nippo Bada Cell,20.0,18.0,19.0
Nippo Cell AA 8/-,8.0,6.0,7.0
Nippo Cell AAA,5.0,4.6,5.0
Nippo Medium Cell ,16.0,14.0,15.0
Nirma Beauty Petti /-1200 ,1200.0,1000.0,1150.0
Nirma Beauty Soap 10/- ,10.0,8.5,9.5
Nirma Blue 1kg 50/- ,50.0,44.0,45.0
Nirma Blue 500gm 25/- ,25.0,22.0,25.0
Nirma Powder 10/-,10.0,9.0,9.5
Nirma Soap Pink 5/- ,5.0,4.5,5.0
Nirma Super Detegent 1kg 80/- ,80.0,72.0,75.0
Nirma Super Detergent 500gm 40/- ,40.0,36.0,38.0
Nirma Yellow Detergent 1kg 45/- ,45.0,40.0,43.0
Nirma Yellow Detergent 500gm 23/- ,23.0,21.0,23.0
Nirol Soap 1Kg,70.0,52.0,60.0
Nivea Blue Cream 100ml,135.0,120.0,125.0
Nivea Blue Cream 200ml ,200.0,170.0,190.0
Nivea Blue Cream 30gm,45.0,40.0,42.0
Nivea Blue Cream 60gm,75.0,65.0,70.0
Nivea Body Lotion 200ml,210.0,188.0,195.0
Nivea Body Lotion 75ml,85.0,75.0,80.0
Nivea Cream 15/-,15.0,13.0,15.0
Nivea Men Shaving Gel ,79.0,65.0,70.0
Nivea Powder ,150.0,130.0,140.0
Nivea Powder Small,65.0,56.0,60.0
Nivea Smooth Milk Lotion 400ml,345.0,308.0,315.0
Nivea Soft Cream 50ml ,80.0,70.0,75.0
Nivea Soft Cream White 200ml,250.0,220.0,230.0
Nivea Soft White Cream 100ml,150.0,130.0,140.0
Nolakha Desi 1kg,50.0,39.0,45.0
Nolakha Orijnal 1kg-60 ,60.0,52.0,55.0
Nupur Mehandi 130gm                                               ,55.0,48.0,52.0
Nupur Mehandi 50gm                                                ,28.0,24.0,27.0
Nuteralite Butter 100gm ,14.0,10.0,12.0
Nuteralite Butter 500gm,70.0,50.0,50.0
Nuterela Chura 200gm                                              ,40.0,35.0,38.0
Nuterela Green Soyabean,10.0,9.0,9.5
Nuterela Green Vadiya 10/- Ladi 10pc,100.0,90.0,100.0
Nuterela Mini Chunks 200gm                                        ,40.0,35.0,38.0
Nuterela Red Soyabean,10.0,9.0,9.5
Nuterela Red Vadiya 10/- Ladi 10pc,100.0,90.0,100.0
Nuterela Soya Chunks Badi 200gm                                   ,40.0,35.0,38.0
Nuterela Soyabean Chura 40/-,40.0,35.0,38.0
Nuterela Vadiya Badi,40.0,35.0,38.0
Nuterela Vadiya Choti,40.0,35.0,38.0
Nutri Choice Digestive Biscuit 20/-,20.0,18.0,19.0
Nutriwrap Homefile 20+5 -120 ,120.0,85.0,90.0
Nutriwrap Homefoil 9 + 2m                                         ,60.0,45.0,50.0
Nycil Powder 10/- ,10.0,9.0,10.0
Nycil Powder 10/- Pack 26pc                        ,10.0,216.0,240.0
Nycil Powder 90/- ,90.0,75.0,80.0
Nyle Shampoo 200gm                                 ,99.0,88.0,92.0
Nyle Shampoo 400gm                                 ,170.0,150.0,155.0
Odomos 100gm,88.0,76.0,80.0
Odomos 25gm,25.0,22.0,23.0
Odomos 50gm,47.0,42.0,45.0
Odomos 50gm,47.0,42.0,45.0
Odonil Big Set                                                    ,192.0,165.0,170.0
Odonil Small Set                                                  ,132.0,115.0,120.0
Olay Natural White Cream 20gm,99.0,86.0,90.0
Old Spice After Shave 199/-,199.0,175.0,185.0
Old Spice After Shave Original 190/-,190.0,170.0,180.0
Old Spice Shaving Cream 70gm,65.0,58.0,60.0
Olivia Bleach 15gm                                 ,40.0,32.0,38.0
Olivia Gold Bleach 30gm                            ,65.0,54.0,60.0
Opel Gold Playing Cards Box 12pc,800.0,380.0,400.0
Oral B Brush 22/-,260.0,255.0,245.0
Oral B Brush 22/- 12pc ,264.0,160.0,200.0
Oral B Brush All Rounder                                          ,28.0,22.0,25.0
Orbit 5/- pck 30pc,150.0,125.0,135.0
Oreo Biscuit 10/-,10.0,9.0,9.5
Oreo Biscuit 10/- pckt 12pc,120.0,108.0,115.0
Oreo Biscuit 11+1 ,120.0,100.0,108.0
Oreo Biscuit 30/-,30.0,27.0,29.0
Oreo Biscuit 5/- 32pcs ,160.0,145.0,150.0
Oreo Choclate Biscuit 10/- ,10.0,9.0,10.0
Organic Tulsi Green Tea 100gm,230.0,190.0,200.0
